,[M],mz_[M+H]+,mzmin,mzmax,rt,rtmin,rtmax,npeaks,cdfs,IL27_1,IL27_2,IL27_4,IL27_5,IL27_6,IL28_1,IL28_2,IL28_3,IL28_4,IL28_5,IL28_6,MB_1,MB_2,MB_3,MB_4,MB_5,MB_6,LA1840_1,LA1840_2,LA1840_3,LA1840_4,LA1840_5,LA1840_6
metabolite_421,574.494716,575.5019922,575.4980833,575.5055596,2266.532736,2264.667824,2268.496568,17,421,0.001194638,0.001938038,0.002013412,0.001639842,0.001953678,0.002042031,0.001204325,0.002025296,0.001450718,0.001355024,0.001200139,0.002514546,0.001789997,0.001554885,0.001929282,0.001155513,0.001883836,0.000398047,0.001669525,0.00126135,0.001370007,0.00257226,0.001502837
metabolite_422,575.381652,576.3889276,576.360409,576.3933409,910.8629649,880.9646469,1017.361916,48,422,0.000946033,0.001349094,0.000946149,0.000765902,0.001150139,0.000329636,0.000125491,0.000193823,0.000178474,0.000331268,0.000640711,0.00105922,0.000463972,0.000519834,0.000994331,0.00066935,0.00099427,0.001785808,0.009593438,0.000652378,0.000611589,0.000595526,0.005390512
metabolite_423,575.380055,576.3873312,576.3596337,576.3909761,1090.901995,1032.175163,1109.04299,28,423,0.017476193,0.019646807,0.009135665,0.016455944,0.018560339,0.016775388,0.018072532,0.018429532,0.016974429,0.022928775,0.017496484,0.02491184,0.019857477,0.020575737,0.022289169,0.022344298,0.011612185,0.030058157,0.012807935,0.012364883,0.010630664,0.011786459,0.014954579
metabolite_424,575.383105,576.3903814,576.3872394,576.394344,1205.54531,1163.370752,1209.736106,24,424,0.000119931,0.000207228,0.000144737,0.000127667,0.000139629,0.000104112,7.72E-05,8.51E-05,5.18E-05,7.96E-05,6.68E-05,0.000170754,0.000220195,0.000213449,0.000206197,0.000226922,0.000174059,0.023449896,0.002355934,0.001920237,0.002661175,0.00203207,0.000893302
metabolite_425,575.499097,576.5063733,576.5013464,576.511059,2048.745131,2033.400276,2121.489461,62,425,0.003136194,0.002107257,0.002872277,0.0020969,0.00325378,0.005615761,0.005484458,0.003734168,0.003334372,0.004231067,0.004168521,0.003188881,0.002757504,0.001486349,0.001237736,0.003395901,0.002713701,0.000202294,0.000387425,0.001656897,0.002467477,0.002382009,0.000965889
metabolite_426,576.272251,577.279527,577.2760118,577.2825884,2079.364928,2079.112102,2079.718159,17,426,1.75E-05,3.40E-05,2.26E-05,2.52E-05,6.85E-05,5.10E-05,4.69E-05,4.19E-05,0.000112895,7.22E-05,6.73E-05,3.07E-05,2.49E-05,4.41E-05,2.51E-05,4.48E-05,0.000104751,5.99E-05,3.73E-05,3.17E-05,3.38E-05,4.20E-05,2.40E-05
metabolite_427,576.367335,577.3746113,577.3714374,577.3929158,1006.655594,940.3471791,1056.197248,44,427,0.000408819,0.000722808,0.000710794,0.000468202,0.000439886,0.000248463,0.000189129,0.000330834,0.000265617,0.000264863,0.000338828,0.0008554,0.00055513,0.000443883,0.001145064,0.000633964,0.0004829,0.00662373,0.000198938,0.000244316,0.000152641,0.00031555,0.000284515
metabolite_428,576.385374,577.3926499,577.3747573,577.3958883,1090.801074,1057.152657,1108.004618,24,428,0.01032028,0.012438324,0.011043778,0.010095089,0.011876208,0.010084441,0.0100983,0.0106694,0.010152023,0.012737763,0.010574549,0.016582208,0.012665803,0.012912789,0.014575282,0.008717563,0.014788511,0.018089845,0.007107826,0.007086918,0.005858649,0.006878619,0.009097664
metabolite_429,576.365615,577.3728905,577.3683117,577.3756966,1349.73985,1348.394051,1412.937609,23,429,4.91E-05,0.000161739,0.000149133,0.00010602,0.000118065,1.90E-05,4.93E-05,6.03E-05,5.55E-05,3.99E-05,0.000136918,7.89E-05,0.000117108,5.34E-05,8.65E-05,7.42E-05,9.60E-05,3.05E-06,4.73E-05,5.40E-05,5.47E-05,8.02E-05,6.67E-05
metabolite_430,576.386086,577.3933623,577.3900297,577.3951997,889.8766142,881.1825835,895.2901626,21,430,0.000177241,0.000280548,0.00022765,0.000130215,0.000228446,5.83E-05,2.87E-05,4.48E-05,3.88E-05,4.69E-05,0.000138176,0.000168159,9.16E-05,8.57E-05,0.000187097,0.000104954,0.00020554,0.009587854,0.004405107,0.003888663,0.003142947,0.003432432,0.002016048
metabolite_431,576.507562,577.5148383,577.5073118,577.522194,2063.993461,2047.387386,2072.723876,36,431,0.000363654,0.000160897,0.000346882,0.000421605,0.000393567,0.002486698,0.002178987,0.001326171,0.000742659,0.001089179,0.001425278,0.00070112,0.000373064,0.000184127,0.000201281,0.000528439,0.00048361,6.18E-05,0.000127246,0.000326135,0.000518784,0.000447694,0.000109778
metabolite_432,577.395819,578.4030952,578.3813527,578.4089353,1153.369321,1047.428612,1247.039984,141,432,0.001518372,0.017188376,0.002034123,0.005878348,0.015654449,0.093685462,0.002104176,0.019919369,0.016288766,0.012619291,0.057087021,0.0019895,0.017273973,0.054407517,0.008144113,0.001662278,0.017383883,0.127417537,0.017848589,0.064931452,0.001955894,0.00559547,0.001861716
metabolite_433,577.397696,578.4049724,578.379291,578.407688,1304.804736,1278.249806,1350.16043,21,433,9.46E-05,0.000244712,0.000164172,0.000143881,0.00023584,0.000116425,4.26E-05,0.000122639,0.000119983,8.24E-05,0.00013614,0.000260406,0.000155759,0.000112847,0.000215346,0.000143317,0.000145321,0.000281741,0.000145778,0.00012881,0.00013416,0.000184111,0.000167894
metabolite_434,577.39649,578.4037663,578.3773892,578.4087583,1001.459495,883.3567737,1028.473027,47,434,0.001970873,0.003724331,0.003500648,0.002548265,0.003662987,0.001911667,0.000924131,0.001661471,0.001455501,0.001257318,0.001608783,0.005854667,0.002962543,0.001770566,0.005291983,0.003959611,0.003618663,0.006798255,0.003412637,0.002530905,0.0015796,0.003202881,0.003404709
metabolite_435,577.515298,578.5225739,578.5195911,578.5249754,2064.868208,2064.600974,2071.362419,12,435,7.41E-05,3.79E-05,4.57E-05,7.23E-05,2.63E-05,0.000329816,0.000327277,0.000198786,0.000110288,0.00016511,0.000215435,0.000132105,7.85E-05,4.25E-05,4.38E-05,9.69E-05,8.00E-05,2.32E-05,3.15E-05,6.33E-05,5.90E-05,7.93E-05,3.00E-05
metabolite_436,578.400645,579.407921,579.4008117,579.4119583,1145.870169,1095.934448,1218.51354,127,436,0.0404463,0.014213573,0.047355058,0.001657105,0.001219691,0.023631717,0.005997784,0.008363301,0.001512496,0.001226854,0.0437492,0.013562019,0.015827055,0.021585581,0.017250086,0.001605326,0.031445314,0.01838715,0.002371497,0.009588934,0.000747382,0.005324771,0.006445573
metabolite_437,578.390354,579.39763,579.3867131,579.4107947,1029.339189,892.9495926,1062.048072,72,437,0.000194116,0.000345809,0.000399439,0.000327433,8.27E-05,0.000165794,0.000147149,0.000162167,0.000425508,0.000193501,4.53E-05,0.000260685,9.44E-05,0.000119404,0.000128716,0.000161994,0.000298251,0.001194813,0.000791018,0.000356952,0.000532291,0.000680118,0.001195161
metabolite_438,579.40256,580.409836,580.3901405,580.4138015,1134.439298,1003.270446,1196.856473,140,438,0.001568085,0.001114795,0.003030289,0.004314884,0.008201029,0.005366321,0.007789138,0.009220469,0.005246078,0.005741043,0.001963632,0.007015071,0.004308239,0.000300625,0.000377151,0.003647136,0.000771124,0.013761702,0.001868029,0.008174217,0.00301372,0.004607618,0.003565428
metabolite_439,580.392536,581.3998115,581.2394727,581.4556567,2012.093414,1983.501571,2140.313692,65,439,0.000196347,0.000333571,0.00032447,0.000406762,0.000302214,0.000286385,0.00081979,0.000457019,0.000426817,0.000398404,0.000375129,0.00049474,0.001256155,0.000778474,0.0009573,0.000669089,0.000604156,0.003494811,0.000237399,0.000199052,5.49E-05,0.000206303,2.46E-05
metabolite_440,582.407935,583.4152113,583.399718,583.4352293,2049.05824,1952.622082,2114.522241,55,440,0.000559584,0.000537089,0.000143602,0.000139226,0.000594637,0.004299264,0.00077305,0.00064611,0.000146371,0.000414552,0.003514596,0.001453236,0.001526722,0.000224291,0.000288724,0.000313095,0.000278378,4.05E-05,0.000727634,0.00025707,0.000849765,0.000112526,0.000275241
metabolite_441,583.4113,584.4185756,584.4061672,584.4387759,2029.521117,1952.770154,2067.330635,40,441,0.000388821,0.000496112,0.000513354,0.000337487,0.000101529,0.000473568,0.000498087,0.000290033,0.000399789,0.000360257,0.000355719,0.001538724,0.001890064,0.000998094,0.000891973,0.001433071,0.000552967,2.35E-05,0.000393132,0.000395705,0.000147644,0.000453209,5.21E-05
metabolite_442,584.441946,585.4492223,585.4137758,585.4819275,2125.130982,2021.681385,2132.862857,42,442,0.015249122,0.013607721,0.014371676,0.013539164,0.015597255,0.018016968,0.016531496,0.016408031,0.015024521,0.019116198,0.014877062,0.013647256,0.016596778,0.011697399,0.016910357,0.015989287,0.016640437,0.013025149,0.013763961,0.012952701,0.011763755,0.014039301,0.011700022
metabolite_443,585.446152,586.4534285,586.4490954,586.4574956,2125.445838,2099.066757,2126.656982,24,443,0.008503573,0.008145943,0.008582949,0.007811861,0.009446092,0.010063197,0.00933519,0.009607695,0.008805165,0.011125636,0.00889562,0.012378973,0.009780816,0.00948866,0.00998359,0.009406571,0.01013145,0.003957614,0.007767564,0.007519886,0.006774677,0.008184004,0.008423622
metabolite_444,586.455999,587.4632745,587.4522735,587.4708184,2125.108929,2120.202009,2155.001383,57,444,0.001193342,0.00123475,0.001447188,0.00111775,0.001542723,0.001431943,0.001347675,0.001395027,0.001253388,0.001727131,0.001481992,0.000392558,0.001500603,0.001530415,0.001531937,0.001321551,0.001699082,0.000107084,0.001374447,0.001334594,0.001071051,0.001228617,0.001480425
metabolite_445,587.463,588.4702763,588.4561022,588.4746597,2154.285093,2124.600261,2154.835826,28,445,0.001977205,0.00225798,0.002563108,0.002511936,0.002613001,0.003149433,0.00284252,0.003317897,0.002407283,0.003298904,0.002486608,0.004170827,0.003200722,0.003218847,0.003476882,0.002979427,0.003095127,0.000893178,0.002935152,0.002753303,0.002554586,0.003397033,0.003114737
metabolite_446,587.38289,588.390166,588.386449,588.3930397,1022.231861,1015.907741,1078.909435,20,446,1.92E-05,3.69E-05,4.09E-05,3.48E-05,6.36E-05,2.52E-05,2.88E-05,3.15E-05,2.94E-05,3.97E-05,3.61E-05,2.96E-05,3.17E-05,3.12E-05,3.21E-05,4.05E-05,4.27E-05,0.000352728,0.000105788,0.000129595,0.000126093,0.000134246,0.000213908
metabolite_447,588.236616,589.2438917,589.239321,589.2478634,2055.837317,2053.449264,2056.550946,23,447,0.001076372,0.001290731,0.000980365,0.001397714,0.001848609,0.002063722,0.001384115,0.002286227,0.002802664,0.003875638,0.002748046,0.002675391,0.001759058,0.002358298,0.001847609,0.002250562,0.002333232,0.003114945,0.001343383,0.001375005,0.001612634,0.001884898,0.001827649
metabolite_448,588.470702,589.4779782,589.4453986,589.4839762,2154.21973,2118.962744,2198.69132,47,448,0.000197605,0.000270302,0.000406754,0.000335422,1.54E-05,0.000677994,0.000302477,0.000519686,0.000365782,0.000167671,0.000518734,0.000825672,0.00039122,0.000448267,0.000526181,0.000375369,0.000565532,6.35E-05,0.000305847,0.000295404,0.000316157,0.000514466,0.000247002
metabolite_449,588.383493,589.3907693,589.3731021,589.3954137,1023.213322,1016.126684,1085.808354,13,449,5.99E-06,1.34E-05,1.25E-05,1.12E-05,1.93E-05,5.35E-06,9.31E-06,9.12E-06,1.19E-05,1.88E-05,1.41E-05,9.86E-06,1.08E-05,1.13E-05,1.21E-05,1.17E-05,1.13E-05,3.14E-05,2.01E-05,2.78E-05,1.48E-05,2.47E-05,3.24E-05
metabolite_450,589.241188,590.2484636,590.2441572,590.2523647,2055.779274,2053.210456,2056.550946,22,450,0.000208978,0.000246452,0.000157654,0.000278882,0.000328919,0.000434488,0.000250902,0.000459887,0.000840659,0.000877894,0.000796682,0.00059653,0.000317805,0.000489086,0.000323302,0.000492243,0.000563087,0.000721055,0.000138934,0.000241507,0.000261765,0.00038862,0.000384171
metabolite_451,589.398275,590.4055506,590.4023136,590.4084298,1042.081137,1036.18739,1044.845644,23,451,7.75E-05,0.000109048,0.000120561,0.00013195,0.00021521,8.84E-05,9.29E-05,0.000101251,8.71E-05,0.000143125,9.76E-05,5.54E-05,8.41E-05,8.35E-05,0.000109831,0.000103734,9.06E-05,0.004844795,0.001503752,0.001586865,0.001444724,0.001639531,0.001993507
metabolite_452,589.479051,590.4863268,590.4789976,590.4905451,2197.278646,2150.532749,2198.256369,25,452,0.000367232,0.000342326,0.000464148,0.000512426,0.000670827,0.000869778,0.000337658,0.000907788,0.000394641,0.000345045,0.000612704,0.001122591,0.000832684,0.000638871,0.000614028,0.00068189,0.000898884,7.15E-05,0.000271425,0.0002691,0.000532518,0.000710398,0.000273976
metabolite_453,590.196432,591.2037081,591.1653236,591.2076492,713.8861709,712.736651,757.5035436,29,453,5.98E-05,8.64E-05,3.04E-05,4.58E-05,7.44E-06,3.28E-05,2.64E-05,4.02E-05,3.24E-05,3.51E-05,2.00E-05,5.42E-05,9.77E-05,6.60E-05,0.000181478,0.000108864,9.86E-05,8.76E-06,7.73E-05,9.97E-05,5.34E-05,6.46E-05,4.78E-05
metabolite_454,590.249093,591.2563689,591.252687,591.2624521,2055.733471,2053.210456,2080.870954,18,454,3.85E-05,4.08E-05,4.00E-05,5.73E-05,9.16E-05,0.000135232,6.68E-05,6.86E-05,0.000126738,0.000120566,0.000164788,6.14E-05,4.89E-05,5.66E-05,7.22E-05,8.50E-05,7.93E-05,0.000455357,8.28E-05,0.000206438,0.000178165,0.000124572,0.000311011
metabolite_455,590.400597,591.4078732,591.3508667,591.41179,1040.92284,1027.988762,1044.43302,17,455,1.74E-05,4.14E-05,3.50E-05,2.36E-05,4.05E-05,1.80E-05,2.28E-05,9.35E-06,1.97E-05,2.89E-05,2.19E-05,3.16E-05,2.39E-05,2.06E-05,2.84E-05,2.74E-05,3.40E-05,0.000825311,0.000234539,0.000241199,0.000208705,0.000318505,0.000385652
metabolite_456,590.490299,591.4975747,591.4875546,591.5015462,2204.855031,2194.559361,2205.730836,24,456,0.005555222,0.004645046,0.005438569,0.005109948,0.005573504,0.00792076,0.005377399,0.006282051,0.005638559,0.006315508,0.005171872,0.009561446,0.006388336,0.005676781,0.006115357,0.006176165,0.00658841,0.000167138,0.002376944,0.002076148,0.00287957,0.004173999,0.002929276
metabolite_457,590.490289,591.4975648,591.493571,591.5015314,2270.299268,2269.306961,2270.978897,22,457,0.001410071,0.00180543,0.001792376,0.001940688,0.002120365,0.001774149,0.00146462,0.001503939,0.001411219,0.001241417,0.001088086,0.004926305,0.003369399,0.001877854,0.004703404,0.003799077,0.002089182,2.43E-05,0.000661818,0.000508423,0.00069544,0.001602587,0.00058885
metabolite_458,590.490118,591.4973938,591.4942984,591.5012233,2022.757732,2021.452862,2027.308036,23,458,0.00089163,0.000864789,0.000944909,0.001226652,0.000955086,0.001160215,0.000963459,0.001159093,0.001222252,0.001020945,0.001081679,0.001371975,0.000963419,0.000701954,0.00093552,0.001321256,0.001260526,0.000349449,0.000199809,0.00028011,0.000412785,0.000704103,0.000338655
metabolite_459,591.25934,592.2666162,592.2607606,592.2703355,2060.407214,2056.324614,2061.559266,14,459,1.69E-05,2.37E-05,5.40E-05,6.78E-05,0.000415295,3.62E-05,2.58E-05,6.05E-05,3.87E-05,5.76E-05,0.000149549,1.32E-05,1.85E-05,2.99E-05,2.71E-05,4.24E-05,0.000107571,4.68E-05,2.09E-05,4.73E-05,4.27E-05,0.000101679,0.000128428
metabolite_460,591.377355,592.3846315,592.3815272,592.3871311,921.2560707,850.3473462,995.2889486,31,460,6.66E-05,9.72E-05,6.35E-05,6.24E-05,3.31E-05,5.13E-05,4.14E-05,5.54E-05,4.98E-05,9.02E-05,0.000133438,0.000107009,7.71E-05,9.27E-05,0.000150455,0.000115477,0.000106953,0.001827576,5.04E-05,5.03E-05,4.52E-05,4.47E-05,4.09E-05
metabolite_461,591.413303,592.4205786,592.4177676,592.4238988,1271.2694,1248.244762,1277.916559,22,461,8.38E-05,0.000120084,8.75E-05,7.93E-05,0.00013387,4.46E-05,3.21E-05,4.60E-05,4.46E-05,4.36E-05,5.55E-05,0.000101617,0.000112193,8.89E-05,0.000268557,0.000129802,7.85E-05,0.000328484,0.00031889,0.000201904,0.000122497,0.000194869,0.000129971
metabolite_462,591.49469,592.5019657,592.4968105,592.5069598,2204.918476,2204.092705,2206.621217,22,462,0.001430928,0.00120522,0.001479192,0.001291012,0.001640257,0.002141204,0.001221196,0.001555594,0.001454127,0.001616629,0.001232181,0.002747631,0.001523553,0.001391112,0.001637437,0.001697607,0.001995941,4.62E-05,0.000521741,0.000413414,0.000629165,0.001027307,0.000592087
metabolite_463,591.49504,592.5023163,592.4977242,592.5054646,2270.412523,2269.102231,2271.231128,21,463,0.000341638,0.000418929,0.00020914,0.00049585,0.000578181,0.000413523,0.000362368,0.000373956,0.000344346,0.000323508,0.00023778,0.001254514,0.000734145,0.000445361,0.001309086,0.000927935,0.000498161,1.25E-05,0.000132345,0.000105469,0.000152837,0.000434761,0.000125854
metabolite_464,591.49524,592.5025163,592.4971676,592.5056868,2022.7967,2021.452862,2023.579728,19,464,0.00015433,0.000140013,0.000206126,0.000229,0.000130331,0.000202194,0.000187984,0.000201541,0.000247699,0.00015156,0.000270945,0.000310134,0.000162504,0.00013902,0.000173131,0.000296441,0.000290347,6.73E-05,3.71E-05,4.83E-05,8.12E-05,0.000114638,6.63E-05
metabolite_465,592.266987,593.2742629,593.2688168,593.2788568,2060.764071,2058.898973,2069.367058,43,465,0.005764132,0.006347716,0.005955602,0.006563333,0.005904462,0.006167093,0.005955641,0.007924289,0.006187835,0.008164748,0.008109709,0.00402944,0.004820667,0.005909695,0.005323461,0.006064686,0.007587286,0.017449116,0.005869189,0.008353135,0.006637851,0.007261308,0.008795018
metabolite_466,592.361985,593.369261,593.3652434,593.3878517,1029.540064,995.2889486,1048.921642,20,466,2.89E-05,4.58E-05,4.27E-05,4.35E-05,1.25E-05,1.78E-05,3.78E-05,4.64E-05,4.96E-05,5.20E-05,2.96E-05,8.37E-05,4.75E-05,5.80E-05,0.000122104,7.12E-05,5.85E-05,0.000271587,4.15E-05,2.40E-05,1.84E-05,2.74E-05,3.20E-05
metabolite_467,592.496869,593.5041445,593.4356956,593.5078024,2205.07497,2146.43394,2270.449774,25,467,5.99E-05,5.93E-05,8.41E-05,3.50E-05,9.01E-05,7.11E-05,3.28E-05,9.60E-05,8.24E-05,9.30E-06,6.13E-05,0.000140548,7.06E-05,7.00E-05,9.17E-05,0.000108335,0.000116751,1.47E-05,3.78E-05,5.90E-06,3.58E-05,6.09E-05,4.42E-05
metabolite_468,593.271703,594.2789792,594.2737294,594.2837851,2060.365285,2058.663472,2069.670246,32,468,0.003017894,0.003541706,0.003159788,0.003539107,0.00308742,0.003289655,0.003033881,0.00431982,0.003188056,0.004209889,0.004611886,0.001832607,0.002323307,0.002942465,0.00254798,0.00308842,0.004413383,0.010347461,0.003276811,0.005083386,0.004011636,0.004425683,0.005511074
metabolite_469,593.392638,594.3999139,594.3961671,594.4029079,913.7520092,868.5391276,963.0450381,63,469,0.002170593,0.000168684,0.002019868,0.002002923,0.001901206,0.002379433,0.001814825,0.002215043,0.001637762,0.004481469,0.003116377,0.001963451,0.001988325,0.002822584,0.002081929,0.000136858,0.000120012,0.004889193,0.005567354,0.004699507,0.003631545,0.00400405,0.001893906
metabolite_470,594.157916,595.1651922,595.163634,595.1682177,751.1960879,750.0734053,755.322863,22,470,0.001982352,0.003449029,0.004302737,0.002872398,0.00296737,0.002188792,0.002619166,0.002042553,0.002145009,0.001535875,0.001844247,0.00347061,0.000912346,0.000339587,0.003247235,0.001989751,0.003339864,3.65E-07,0.003580407,0.002035894,0.001729121,0.00191925,0.000628339
metabolite_471,594.274035,595.2813107,595.2776041,595.2852317,2060.101947,2058.663472,2060.485967,23,471,0.00029384,0.000427624,0.000383737,0.000537348,0.000393637,0.000336651,0.000205614,0.000602415,0.000339189,0.000363969,0.00095216,9.68E-05,0.000143666,0.000233513,0.000165415,0.000323998,0.000745818,0.001707218,0.000378952,0.000917725,0.000866234,0.001068619,0.001194233
metabolite_472,594.464131,595.4714066,595.4660411,595.4761418,2159.213493,2125.261837,2236.623149,46,472,0.002879611,0.003512708,0.003809454,0.003956782,0.003990969,0.005185541,0.005057327,0.005069778,0.004514628,0.005199319,0.004228962,0.005118381,0.004933368,0.004104738,0.004619313,0.00412026,0.004461891,0.003726097,0.002090509,0.002718018,0.002376504,0.003229197,0.00341767
metabolite_473,594.397219,595.4044949,595.4008282,595.407809,929.5934062,868.7567877,962.8402239,52,473,0.00051915,0.000596918,0.000364333,0.0005072,0.00042298,0.000454168,0.000348166,0.000429952,0.000323044,0.001117762,0.0008284,0.000556119,0.000398928,0.000644049,0.000497243,0.000382361,0.000567127,0.00039342,0.001494966,0.007461387,0.005275108,0.000894304,0.0050011
metabolite_474,594.463922,595.4711976,595.4664833,595.4762066,2039.115331,1995.233944,2042.676064,22,474,0.000861267,0.000436895,0.000433183,0.001014368,0.001403575,0.000221228,7.04E-05,0.000428108,0.000535282,0.000814666,0.001752675,4.96E-05,1.73E-05,0.000122709,0.000110763,0.000471051,0.000481711,0.000320086,0.000107733,0.00025436,0.000479403,0.000251717,0.000738515
metabolite_475,595.162504,596.1697802,596.1678398,596.1726712,751.1960879,749.8712217,755.322863,20,475,0.00038715,0.000721343,0.001044391,0.000593993,0.000557736,0.000411828,0.000497234,0.000386692,0.000414282,0.000337488,0.000337026,0.000726216,0.000120139,4.30E-05,0.000640572,0.000352758,0.000676939,1.22E-07,0.000730369,0.000405864,0.000298809,0.000328983,0.000116383
metabolite_476,595.468817,596.4760934,596.4716252,596.4801093,2159.467562,2125.979192,2160.600019,38,476,0.000840336,0.001107386,0.001189153,0.001261751,0.001280004,0.001689213,0.001584045,0.001554196,0.001458969,0.001538718,0.001528295,0.001715869,0.001306287,0.00141572,0.001582067,0.001211289,0.001483699,0.000923048,0.00069384,0.000809923,0.000753645,0.000881205,0.000967079
metabolite_477,595.466488,596.4737636,596.2822925,596.4803589,2040.82816,2037.069412,2060.596015,18,477,0.000148461,5.29E-06,7.65E-05,0.000183073,0.000255101,7.26E-05,5.57E-05,0.000117442,0.000118526,8.16E-05,0.000290673,2.26E-05,2.26E-05,1.08E-05,3.74E-05,0.000110493,8.68E-05,9.05E-05,9.93E-06,6.40E-05,9.70E-05,4.52E-05,0.000138976
metabolite_478,595.399514,596.4067899,596.4020256,596.4175015,939.4692375,872.0180224,1008.228714,29,478,2.41E-05,2.15E-05,1.79E-05,8.26E-06,2.53E-05,2.26E-05,8.81E-06,2.57E-05,2.66E-05,6.85E-05,4.53E-05,2.99E-05,2.03E-05,3.53E-05,2.26E-05,3.11E-05,3.75E-05,3.72E-05,0.0006199,0.000835104,0.000570754,0.000655128,0.000480299
metabolite_479,596.162854,597.1701305,597.1684567,597.2162114,751.3297222,750.2755861,809.1584803,18,479,2.19E-05,3.93E-05,7.13E-05,3.78E-05,4.46E-05,2.16E-05,2.81E-05,3.19E-05,1.93E-05,2.30E-05,3.01E-05,3.75E-05,1.68E-05,9.08E-06,4.18E-05,2.99E-05,4.56E-05,0,4.23E-05,4.91E-06,1.76E-05,2.52E-05,1.00E-05
